sci_name,type_voucher,voucher_prefix,matched_abbreviation,issue
Pelomys_hopkinsi,BMNH:Mamm:1956.1,BMNH:MAMM:1956.1,BMNH,prefix_missing_from_metadata
Rhabdomys_bechuanae,BMNH:Mamm:1857.1.28.10,BMNH:MAMM:1857.1.28.10,BMNH,prefix_missing_from_metadata
Rhabdomys_chakae,BMNH:Mamm:1904.5.1.72,BMNH:MAMM:1904.5.1.72,BMNH,prefix_missing_from_metadata
Rhabdomys_intermedius,BMNH:Mamm:1903.1.4.53,BMNH:MAMM:1903.1.4.53,BMNH,prefix_missing_from_metadata
Thallomys_loringi,USNM:MAMM:161904,USNM:MAMM:161904,USNM,prefix_missing_from_metadata
Thallomys_nigricauda,BMNH:Mamm:1881.3.8.7,BMNH:MAMM:1881.3.8.7,BMNH,prefix_missing_from_metadata
Thallomys_paedulcus,"BMNH:Mamm:1846.6.2.62, RMNH.MAM.26489, RMNH.MAM.26490","BMNH:MAMM:1846.6.2.62,",BMNH,prefix_missing_from_metadata
Thallomys_shortridgei,BMNH:Mamm:1923.5.9.156,BMNH:MAMM:1923.5.9.156,BMNH,prefix_missing_from_metadata
Thamnomys_poensis,ZFMK:Mamm:1963.668,ZFMK:MAMM:1963.668,ZFMK,prefix_missing_from_metadata
Thamnomys_venustus,BMNH:Mamm:1906.12.4.106,BMNH:MAMM:1906.12.4.106,BMNH,prefix_missing_from_metadata
Typomys_planifrons,USNM:MAMM:83814,USNM:MAMM:83814,USNM,prefix_missing_from_metadata
Typomys_trivirgatus,RMNH.MAM.19508,RMNH.MAM.19508,RMNH,prefix_missing_from_metadata
Anisomys_imitator,BMNH:Mamm:1903.12.1.10,BMNH:MAMM:1903.12.1.10,BMNH,prefix_missing_from_metadata
Apomys_abrae,FMNH:Mamm:62750,FMNH:MAMM:62750,FMNH,prefix_missing_from_metadata
Apomys_aurorae,FMNH:Mamm:190812,FMNH:MAMM:190812,FMNH,prefix_missing_from_metadata
Apomys_banahao,FMNH:Mamm:178501,FMNH:MAMM:178501,FMNH,prefix_missing_from_metadata
Apomys_brownorum,FMNH:Mamm:183524,FMNH:MAMM:183524,FMNH,prefix_missing_from_metadata
Apomys_camiguinensis,FMNH:Mamm:167878,FMNH:MAMM:167878,FMNH,prefix_missing_from_metadata
Apomys_crinitus,FMNH:Mamm:222954 (=> NMPh 9666),FMNH:MAMM:222954,FMNH,prefix_missing_from_metadata
Apomys_hylocoetes,USNM:MAMM:125246,USNM:MAMM:125246,USNM,prefix_missing_from_metadata
Apomys_insignis,USNM:MAMM:125230,USNM:MAMM:125230,USNM,prefix_missing_from_metadata
Apomys_iridensis,FMNH:Mamm:205436,FMNH:MAMM:205436,FMNH,prefix_missing_from_metadata
Apomys_littoralis,FMNH:Mamm:60834,FMNH:MAMM:60834,FMNH,prefix_missing_from_metadata
Apomys_magnus,FMNH:Mamm:183574,FMNH:MAMM:183574,FMNH,prefix_missing_from_metadata
Apomys_microdon,USNM:MAMM:155145,USNM:MAMM:155145,USNM,prefix_missing_from_metadata
Apomys_minganensis,FMNH:Mamm:190949,FMNH:MAMM:190949,FMNH,prefix_missing_from_metadata
Apomys_minor,FMNH:Mamm:228798 (=> NMPh 9667),FMNH:MAMM:228798,FMNH,prefix_missing_from_metadata
Apomys_musculus,USNM:MAMM:145770,USNM:MAMM:145770,USNM,prefix_missing_from_metadata
Apomys_sacobianus,USNM:MAMM:304352,USNM:MAMM:304352,USNM,prefix_missing_from_metadata
Apomys_sierrae,FMNH:Mamm:185884,FMNH:MAMM:185884,FMNH,prefix_missing_from_metadata
Apomys_veluzi,FMNH:Mamm:222928 (=> NMPh 9665),FMNH:MAMM:222928,FMNH,prefix_missing_from_metadata
Apomys_zambalensis,FMNH:Mamm:183420,FMNH:MAMM:183420,FMNH,prefix_missing_from_metadata
Archboldomys_luzonensis,FMNH:Mamm:95122,FMNH:MAMM:95122,FMNH,prefix_missing_from_metadata
Archboldomys_maximus,FMNH:Mamm:193531,FMNH:MAMM:193531,FMNH,prefix_missing_from_metadata
Baiyankamys_shawmayeri,BMNH:Mamm:1947.1173,BMNH:MAMM:1947.1173,BMNH,prefix_missing_from_metadata
Chiropodomys_major,BMNH:Mamm:1856.9.19.11,BMNH:MAMM:1856.9.19.11,BMNH,prefix_missing_from_metadata
Chiropodomys_muroides,USNM:MAMM:301101,USNM:MAMM:301101,USNM,prefix_missing_from_metadata
Chiropodomys_pusillus,BMNH:Mamm:1895.10.4.38,BMNH:MAMM:1895.10.4.38,BMNH,prefix_missing_from_metadata
Chiruromys_forbesi,BMNH:Mamm:1888.3.16.2,BMNH:MAMM:1888.3.16.2,BMNH,prefix_missing_from_metadata
Chiruromys_lamia,BMNH:Mamm:1897.8.7.65,BMNH:MAMM:1897.8.7.65,BMNH,prefix_missing_from_metadata
Chiruromys_vates,BMNH:Mamm:1908.10.8.7,BMNH:MAMM:1908.10.8.7,BMNH,prefix_missing_from_metadata
Chrotomys_gonzalesi,USNM:MAMM:458952,USNM:MAMM:458952,USNM,prefix_missing_from_metadata
Chrotomys_mindorensis,USNM:MAMM:277639,USNM:MAMM:277639,USNM,prefix_missing_from_metadata
Chrotomys_sibuyanensis,FMNH:Mamm:145701,FMNH:MAMM:145701,FMNH,prefix_missing_from_metadata
Chrotomys_silaceus,BMNH:Mamm:1897.5.2.16,BMNH:MAMM:1897.5.2.16,BMNH,prefix_missing_from_metadata
Chrotomys_whiteheadi,BMNH:Mamm:1895.8.2.19,BMNH:MAMM:1895.8.2.19,BMNH,prefix_missing_from_metadata
Coccymys_shawmayeri,BMNH:Mamm:1947.1155,BMNH:MAMM:1947.1155,BMNH,prefix_missing_from_metadata
Conilurus_penicillatus,BMNH:Mamm:1842.5.26.13,BMNH:MAMM:1842.5.26.13,BMNH,prefix_missing_from_metadata
Crossomys_moncktoni,BMNH:Mamm:1907.5.22.3,BMNH:MAMM:1907.5.22.3,BMNH,prefix_missing_from_metadata
Haeromys_margarettae,BMNH:Mamm:1893.4.1.55,BMNH:MAMM:1893.4.1.55,BMNH,prefix_missing_from_metadata
Haeromys_minahassae,BMNH:Mamm:1897.1.2.39,BMNH:MAMM:1897.1.2.39,BMNH,prefix_missing_from_metadata
Hydromys_chrysogaster,"MNHN-ZM-MO-1998-2055 (= MNHN:type:380) (= MNHN ""781"")",MNHN-ZM-MO-1998-2055,MNHN,prefix_missing_from_metadata
Hydromys_hussoni,RMNH.MAM.29140,RMNH.MAM.29140,RMNH,prefix_missing_from_metadata
Hyomys_goliath,"MNHN-ZM-MO-1900-397 (= MNHN:type:360) (= MNHN ""1066A"")",MNHN-ZM-MO-1900-397,MNHN,prefix_missing_from_metadata
Leggadina_forresti,BMNH:Mamm:1906.3.9.39,BMNH:MAMM:1906.3.9.39,BMNH,prefix_missing_from_metadata
Leptomys_arfakensis,BMNH:Mamm:1929.5.27.23,BMNH:MAMM:1929.5.27.23,BMNH,prefix_missing_from_metadata
Lorentzimys_nouhuysii,RMNH.MAM.29280,RMNH.MAM.29280,RMNH,prefix_missing_from_metadata
Mallomys_rothschildi,BMNH:Mamm:1897.12.6.6,BMNH:MAMM:1897.12.6.6,BMNH,prefix_missing_from_metadata
Mammelomys_lanosus,BMNH:Mamm:1922.2.2.26,BMNH:MAMM:1922.2.2.26,BMNH,prefix_missing_from_metadata
Mammelomys_rattoides,BMNH:Mamm:1922.2.2.25,BMNH:MAMM:1922.2.2.25,BMNH,prefix_missing_from_metadata
Mastacomys_fuscus,BMNH:Mamm:1852.1.15.15,BMNH:MAMM:1852.1.15.15,BMNH,prefix_missing_from_metadata
Melomys_aerosus,BMNH:Mamm:1920.7.26.24,BMNH:MAMM:1920.7.26.24,BMNH,prefix_missing_from_metadata
Melomys_arcium,BMNH:Mamm:1889.6.3.2,BMNH:MAMM:1889.6.3.2,BMNH,prefix_missing_from_metadata
Melomys_caurinus,BMNH:Mamm:1921.2.9.2,BMNH:MAMM:1921.2.9.2,BMNH,prefix_missing_from_metadata
Melomys_cervinipes,BMNH:Mamm:1852.12.15.1,BMNH:MAMM:1852.12.15.1,BMNH,prefix_missing_from_metadata
Melomys_dollmani,BMNH:Mamm:1935.12.20.3,BMNH:MAMM:1935.12.20.3,BMNH,prefix_missing_from_metadata
Melomys_fraterculus,BMNH:Mamm:1920.7.26.26,BMNH:MAMM:1920.7.26.26,BMNH,prefix_missing_from_metadata
Melomys_fulgens,BMNH:Mamm:1920.7.26.20,BMNH:MAMM:1920.7.26.20,BMNH,prefix_missing_from_metadata
Melomys_leucogaster,RMNH.MAM.25493,RMNH.MAM.25493,RMNH,prefix_missing_from_metadata
Melomys_lutillus,BMNH:Mamm:1905.11.28.20,BMNH:MAMM:1905.11.28.20,BMNH,prefix_missing_from_metadata
Melomys_obiensis,BMNH:Mamm:1903.4.10.1,BMNH:MAMM:1903.4.10.1,BMNH,prefix_missing_from_metadata
Melomys_rubicola,BMNH:Mamm:1846.8.26.7,BMNH:MAMM:1846.8.26.7,BMNH,prefix_missing_from_metadata
Melomys_rufescens,BMNH:Mamm:1877.7.18.27,BMNH:MAMM:1877.7.18.27,BMNH,prefix_missing_from_metadata
Melomys_talaudium,BMNH:Mamm:1921.2.9.3,BMNH:MAMM:1921.2.9.3,BMNH,prefix_missing_from_metadata
Mesembriomys_gouldii,BMNH:Mamm:1842.5.26.18,BMNH:MAMM:1842.5.26.18,BMNH,prefix_missing_from_metadata
Notomys_alexis,BMNH:Mamm:1906.3.9.35,BMNH:MAMM:1906.3.9.35,BMNH,prefix_missing_from_metadata
Notomys_aquilo,BMNH:Mamm:1867.9.17.2,BMNH:MAMM:1867.9.17.2,BMNH,prefix_missing_from_metadata
Notomys_cervinus,BMNH:Mamm:1853.10.22.7,BMNH:MAMM:1853.10.22.7,BMNH,prefix_missing_from_metadata
Notomys_longicaudatus,BMNH:Mamm:1844.7.9.15,BMNH:MAMM:1844.7.9.15,BMNH,prefix_missing_from_metadata
Notomys_macrotis,BMNH:Mamm:1844.7.9.14,BMNH:MAMM:1844.7.9.14,BMNH,prefix_missing_from_metadata
Notomys_mordax,BMNH:Mamm:1846.4.4.65,BMNH:MAMM:1846.4.4.65,BMNH,prefix_missing_from_metadata
Parahydromys_asper,BMNH:Mamm:1899.4.4.1,BMNH:MAMM:1899.4.4.1,BMNH,prefix_missing_from_metadata
Paraleptomys_rufilatus,FMNH:Mamm:54236,FMNH:MAMM:54236,FMNH,prefix_missing_from_metadata
Paramelomys_levipes,BMNH:Mamm:1897.8.7.72,BMNH:MAMM:1897.8.7.72,BMNH,prefix_missing_from_metadata
Paramelomys_lorentzii,RMNH.MAM.25494,RMNH.MAM.25494,RMNH,prefix_missing_from_metadata
Paramelomys_mollis,BMNH:Mamm:1913.6.18.35,BMNH:MAMM:1913.6.18.35,BMNH,prefix_missing_from_metadata
Paramelomys_moncktoni,BMNH:Mamm:1904.8.3.4,BMNH:MAMM:1904.8.3.4,BMNH,prefix_missing_from_metadata
Paramelomys_naso,BMNH:Mamm:1911.11.11.54,BMNH:MAMM:1911.11.11.54,BMNH,prefix_missing_from_metadata
Paramelomys_platyops,BMNH:Mamm:1905.11.28.18,BMNH:MAMM:1905.11.28.18,BMNH,prefix_missing_from_metadata
Paramelomys_rubex,BMNH:Mamm:1922.2.2.44,BMNH:MAMM:1922.2.2.44,BMNH,prefix_missing_from_metadata
Pogonomelomys_mayeri,BMNH:Mamm:1933.6.1.42,BMNH:MAMM:1933.6.1.42,BMNH,prefix_missing_from_metadata
Pogonomys_fergussoniensis,BMNH:Mamm:1950.1175,BMNH:MAMM:1950.1175,BMNH,prefix_missing_from_metadata
Pogonomys_loriae,"BMNH:Mamm:1897.8.7.47, MSNG 3492","BMNH:MAMM:1897.8.7.47,",BMNH,prefix_missing_from_metadata
Pogonomys_macrourus,"MNHN-ZM-MO-1877-1473 (= MNHN:type:358) (= MNHN ""1104"")",MNHN-ZM-MO-1877-1473,MNHN,prefix_missing_from_metadata
Pogonomys_sylvestris,BMNH:Mamm:1911.10.13.6,BMNH:MAMM:1911.10.13.6,BMNH,prefix_missing_from_metadata
Protochromys_fellowsi,BMNH:Mamm:1947.1175,BMNH:MAMM:1947.1175,BMNH,prefix_missing_from_metadata
Pseudohydromys_eleanorae,BMNH:Mamm:1950.1734,BMNH:MAMM:1950.1734,BMNH,prefix_missing_from_metadata
Pseudohydromys_ellermani,BMNH:Mamm:1953.277,BMNH:MAMM:1953.277,BMNH,prefix_missing_from_metadata
Pseudohydromys_fuscus,BMNH:Mamm:1950.1736,BMNH:MAMM:1950.1736,BMNH,prefix_missing_from_metadata
Pseudohydromys_murinus,MCZ:Mamm:29904,MCZ:MAMM:29904,MCZ,prefix_missing_from_metadata
Pseudomys_albocinereus,BMNH:Mamm:1844.7.9.16,BMNH:MAMM:1844.7.9.16,BMNH,prefix_missing_from_metadata
Pseudomys_auritus,BMNH:Mamm:1853.10.22.6,BMNH:MAMM:1853.10.22.6,BMNH,prefix_missing_from_metadata
Pseudomys_australis,BMNH:Mamm:232a,BMNH:MAMM:232A,BMNH,prefix_missing_from_metadata
Pseudomys_delicatulus,BMNH:Mamm:1842.5.26.17,BMNH:MAMM:1842.5.26.17,BMNH,prefix_missing_from_metadata
Pseudomys_glaucus,BMNH:Mamm:1892.8.7.2,BMNH:MAMM:1892.8.7.2,BMNH,prefix_missing_from_metadata
Pseudomys_gouldii,BMNH:Mamm:1855.12.24.149,BMNH:MAMM:1855.12.24.149,BMNH,prefix_missing_from_metadata
Pseudomys_gracilicaudatus,BMNH:Mamm:1858.11.20.3,BMNH:MAMM:1858.11.20.3,BMNH,prefix_missing_from_metadata
Pseudomys_mimulus,BMNH:Mamm:1926.3.11.174,BMNH:MAMM:1926.3.11.174,BMNH,prefix_missing_from_metadata
Pseudomys_nanus,BMNH:Mamm:1844.9.30.10,BMNH:MAMM:1844.9.30.10,BMNH,prefix_missing_from_metadata
Pseudomys_novaehollandiae,"BMNH:Mamm:1843.2.24.1, BMNH:Mamm:1843.2.24.2","BMNH:MAMM:1843.2.24.1,",BMNH,prefix_missing_from_metadata
Pseudomys_occidentalis,FMNH:Mamm:34725,FMNH:MAMM:34725,FMNH,prefix_missing_from_metadata
Pseudomys_oralis,BMNH:Mamm:1847.1.20.2,BMNH:MAMM:1847.1.20.2,BMNH,prefix_missing_from_metadata
Pseudomys_patrius,BMNH:Mamm:1907.8.9.44,BMNH:MAMM:1907.8.9.44,BMNH,prefix_missing_from_metadata
Pseudomys_shortridgei,BMNH:Mamm:1906.8.1.73,BMNH:MAMM:1906.8.1.73,BMNH,prefix_missing_from_metadata
Rhynchomys_banahao,FMNH:Mamm:178429,FMNH:MAMM:178429,FMNH,prefix_missing_from_metadata
Rhynchomys_isarogensis,FMNH:Mamm:95123,FMNH:MAMM:95123,FMNH,prefix_missing_from_metadata
Rhynchomys_labo,KU:M:165952,KU:M:165952,KU,prefix_missing_from_metadata
Rhynchomys_mingan,FMNH:Mamm:191043,FMNH:MAMM:191043,FMNH,prefix_missing_from_metadata
Rhynchomys_tapulao,FMNH:Mamm:183555,FMNH:MAMM:183555,FMNH,prefix_missing_from_metadata
Solomys_sapientis,BMNH:Mamm:1902.5.1.4,BMNH:MAMM:1902.5.1.4,BMNH,prefix_missing_from_metadata
Soricomys_kalinga,FMNH:Mamm:175555,FMNH:MAMM:175555,FMNH,prefix_missing_from_metadata
Soricomys_leonardocoi,FMNH:Mamm:190972,FMNH:MAMM:190972,FMNH,prefix_missing_from_metadata
Soricomys_montanus,FMNH:Mamm:188314,FMNH:MAMM:188314,FMNH,prefix_missing_from_metadata
Soricomys_musseri,FMNH:Mamm:147176,FMNH:MAMM:147176,FMNH,prefix_missing_from_metadata
Uromys_anak,BMNH:Mamm:1907.5.22.2,BMNH:MAMM:1907.5.22.2,BMNH,prefix_missing_from_metadata
Uromys_imperator,BMNH:Mamm:1888.1.5.33,BMNH:MAMM:1888.1.5.33,BMNH,prefix_missing_from_metadata
Uromys_porculus,BMNH:Mamm:1889.4.3.8,BMNH:MAMM:1889.4.3.8,BMNH,prefix_missing_from_metadata
Uromys_rex,BMNH:Mamm:1888.1.5.34,BMNH:MAMM:1888.1.5.34,BMNH,prefix_missing_from_metadata
Uromys_siebersi,BMNH:Mamm:1923.4.3.12,BMNH:MAMM:1923.4.3.12,BMNH,prefix_missing_from_metadata
Xenuromys_barbatus,"MNHN-ZM-MO-1900-398 (= MNHN:type:357) (= MNHN ""1066-13"") (= MNHN ""1066B"")",MNHN-ZM-MO-1900-398,MNHN,prefix_missing_from_metadata
Xeromys_myoides,BMNH:Mamm:1887.10.31.2,BMNH:MAMM:1887.10.31.2,BMNH,prefix_missing_from_metadata
Zyzomys_argurus,BMNH:Mamm:1886.8.26.6,BMNH:MAMM:1886.8.26.6,BMNH,prefix_missing_from_metadata
Zyzomys_woodwardi,BMNH:Mamm:1909.2.16.3,BMNH:MAMM:1909.2.16.3,BMNH,prefix_missing_from_metadata
Hadromys_humei,"BMNH:Mamm:1885.8.1.320, BMNH:Mamm:1885.8.1.321, BMNH:Mamm:1885.8.1.323","BMNH:MAMM:1885.8.1.320,",BMNH,prefix_missing_from_metadata
Hapalomys_delacouri,BMNH:Mamm:1926.10.4.183,BMNH:MAMM:1926.10.4.183,BMNH,prefix_missing_from_metadata
Micromys_pygmaeus,"MNHN-ZM-MO-1870-32 (= MNHN:type:349) (= MNHN ""1203"")",MNHN-ZM-MO-1870-32,MNHN,prefix_missing_from_metadata
Pithecheir_parva,BMNH:Mamm:1949.430 (= FMSM 479/15),BMNH:MAMM:1949.430,BMNH,prefix_missing_from_metadata
Pithecheirops_otion,USNM:MAMM:574500,USNM:MAMM:574500,USNM,prefix_missing_from_metadata
Malacomys_cansdalei,BMNH:Mamm:1946.460,BMNH:MAMM:1946.460,BMNH,prefix_missing_from_metadata
Malacomys_longipes,"MNHN-ZM-MO-1873-58 (= MNHN:type:351) (= MNHN ""936"")",MNHN-ZM-MO-1873-58,MNHN,prefix_missing_from_metadata
Cremnomys_cutchicus,BMNH:Mamm:1911.10.18.1,BMNH:MAMM:1911.10.18.1,BMNH,prefix_missing_from_metadata
Cremnomys_elvira,BMNH:Mamm:1930.5.24.183,BMNH:MAMM:1930.5.24.183,BMNH,prefix_missing_from_metadata
Diomys_crumpi,BMNH:Mamm:1915.4.3.164,BMNH:MAMM:1915.4.3.164,BMNH,prefix_missing_from_metadata
Millardia_kathleenae,BMNH:Mamm:1914.4.3.5,BMNH:MAMM:1914.4.3.5,BMNH,prefix_missing_from_metadata
Millardia_meltada,BMNH:Mamm:34a,BMNH:MAMM:34A,BMNH,prefix_missing_from_metadata
Mus_booduga,BMNH:Mamm:37a,BMNH:MAMM:37A,BMNH,prefix_missing_from_metadata
Mus_bufo,BMNH:Mamm:1906.7.1.161,BMNH:MAMM:1906.7.1.161,BMNH,prefix_missing_from_metadata
Mus_callewaerti,BMNH:Mamm:1925.4.2.1,BMNH:MAMM:1925.4.2.1,BMNH,prefix_missing_from_metadata
Mus_cervicolor,BMNH:Mamm:1845.1.8.383,BMNH:MAMM:1845.1.8.383,BMNH,prefix_missing_from_metadata
Mus_cookii,BMNH:Mamm:1913.11.18.2,BMNH:MAMM:1913.11.18.2,BMNH,prefix_missing_from_metadata
Mus_cypriacus,MNHN-ZM-MO-2005-988,MNHN-ZM-MO-2005-988,MNHN,prefix_missing_from_metadata
Mus_famulus,BMNH:Mamm:1897.11.12.1,BMNH:MAMM:1897.11.12.1,BMNH,prefix_missing_from_metadata
Mus_fernandoni,BMNH:Mamm:1931.9.6.2 (skin!),BMNH:MAMM:1931.9.6.2,BMNH,prefix_missing_from_metadata
Mus_fragilicauda,MNHN-ZM-MO-1999-2814,MNHN-ZM-MO-1999-2814,MNHN,prefix_missing_from_metadata
Mus_goundae,MNHN-ZM-MO-1970-91,MNHN-ZM-MO-1970-91,MNHN,prefix_missing_from_metadata
Mus_imberbis,SMF:MAMM:778,SMF:MAMM:778,SMF,prefix_missing_from_metadata
Mus_indutus,BMNH:Mamm:1904.10.1.85,BMNH:MAMM:1904.10.1.85,BMNH,prefix_missing_from_metadata
Mus_lepidoides,BMNH:Mamm:1914.7.19.203,BMNH:MAMM:1914.7.19.203,BMNH,prefix_missing_from_metadata
Mus_mattheyi,MNHN-ZM-MO-1966-1899,MNHN-ZM-MO-1966-1899,MNHN,prefix_missing_from_metadata
Mus_mayori,BMNH:Mamm:1914.12.1.7,BMNH:MAMM:1914.12.1.7,BMNH,prefix_missing_from_metadata
Mus_minutoides,"BMNH:Mamm:1845.7.3.29, BMNH:Mamm:1846.6.2.94, BMNH:Mamm:1846.6.2.95","BMNH:MAMM:1845.7.3.29,",BMNH,prefix_missing_from_metadata
Mus_musculoides,RMNH.MAM.26521,RMNH.MAM.26521,RMNH,prefix_missing_from_metadata
Mus_neavei,BMNH:Mamm:1907.1.11.65,BMNH:MAMM:1907.1.11.65,BMNH,prefix_missing_from_metadata
Mus_oubanguii,MNHN-ZM-MO-1970-89,MNHN-ZM-MO-1970-89,MNHN,prefix_missing_from_metadata
Mus_pahari,BMNH:Mamm:1915.9.1.199,BMNH:MAMM:1915.9.1.199,BMNH,prefix_missing_from_metadata
Mus_phillipsi,BMNH:Mamm:1912.3.2.1,BMNH:MAMM:1912.3.2.1,BMNH,prefix_missing_from_metadata
Mus_saxicola,BMNH:Mamm:32d,BMNH:MAMM:32D,BMNH,prefix_missing_from_metadata
Mus_setzeri,USNM:MAMM:428742,USNM:MAMM:428742,USNM,prefix_missing_from_metadata
Mus_shortridgei,BMNH:Mamm:1914.4.3.6,BMNH:MAMM:1914.4.3.6,BMNH,prefix_missing_from_metadata
Mus_sorella,BMNH:Mamm:1910.4.1.153,BMNH:MAMM:1910.4.1.153,BMNH,prefix_missing_from_metadata
Mus_spretus,"BMNH:Mamm:1919.7.7.1861, BMNH:Mamm:1919.7.7.1862","BMNH:MAMM:1919.7.7.1861,",BMNH,prefix_missing_from_metadata
Mus_tenellus,BMNH:Mamm:1903.2.8.13,BMNH:MAMM:1903.2.8.13,BMNH,prefix_missing_from_metadata
Mus_triton,BMNH:Mamm:1910.4.1.130,BMNH:MAMM:1910.4.1.130,BMNH,prefix_missing_from_metadata
Otomys_angoniensis,BMNH:Mamm:1902.1.6.22,BMNH:MAMM:1902.1.6.22,BMNH,prefix_missing_from_metadata
Otomys_auratus,BMNH:Mamm:1904.3.1.33,BMNH:MAMM:1904.3.1.33,BMNH,prefix_missing_from_metadata
Otomys_barbouri,MCZ:Mamm:31369,MCZ:MAMM:31369,MCZ,prefix_missing_from_metadata
Otomys_brantsii,BMNH:Mamm:1841.803 (= BMNH:Mamm:158a) (= BMNH:Mamm:764c),BMNH:MAMM:1841.803,BMNH,prefix_missing_from_metadata
Otomys_burtoni,BMNH:Mamm:1907.1.1.196,BMNH:MAMM:1907.1.1.196,BMNH,prefix_missing_from_metadata
Otomys_cheesmani,BMNH:Mamm:1937.2.24.84,BMNH:MAMM:1937.2.24.84,BMNH,prefix_missing_from_metadata
Otomys_dartmouthi,BMNH:Mamm:1906.7.1.64,BMNH:MAMM:1906.7.1.64,BMNH,prefix_missing_from_metadata
Otomys_denti,BMNH:Mamm:1906.7.1.69,BMNH:MAMM:1906.7.1.69,BMNH,prefix_missing_from_metadata
Otomys_dollmani,USNM:MAMM:181790,USNM:MAMM:181790,USNM,prefix_missing_from_metadata
Otomys_fortior,BMNH:Mamm:1906.11.1.29,BMNH:MAMM:1906.11.1.29,BMNH,prefix_missing_from_metadata
Otomys_jacksoni,BMNH:Mamm:1893.2.3.34,BMNH:MAMM:1893.2.3.34,BMNH,prefix_missing_from_metadata
Otomys_lacustris,MCZ:Mamm:26358,MCZ:MAMM:26358,MCZ,prefix_missing_from_metadata
Otomys_laminatus,BMNH:Mamm:1904.5.1.45,BMNH:MAMM:1904.5.1.45,BMNH,prefix_missing_from_metadata
Otomys_littledalei,BMNH:Mamm:1912.4.25.9,BMNH:MAMM:1912.4.25.9,BMNH,prefix_missing_from_metadata
Otomys_orestes,BMNH:Mamm:1900.2.1.21,BMNH:MAMM:1900.2.1.21,BMNH,prefix_missing_from_metadata
Otomys_sloggetti,BMNH:Mamm:1902.9.1.61,BMNH:MAMM:1902.9.1.61,BMNH,prefix_missing_from_metadata
Otomys_thomasi,FMNH:Mamm:16698,FMNH:MAMM:16698,FMNH,prefix_missing_from_metadata
Otomys_tropicalis,BMNH:Mamm:1900.2.1.20,BMNH:MAMM:1900.2.1.20,BMNH,prefix_missing_from_metadata
Otomys_uzungwensis,MCZ:Mamm:26645,MCZ:MAMM:26645,MCZ,prefix_missing_from_metadata
Batomys_dentatus,USNM:MAMM:151506,USNM:MAMM:151506,USNM,prefix_missing_from_metadata
Batomys_grantii,BMNH:Mamm:1895.8.2.15,BMNH:MAMM:1895.8.2.15,BMNH,prefix_missing_from_metadata
Batomys_hamiguitan,FMNH:Mamm:190163,FMNH:MAMM:190163,FMNH,prefix_missing_from_metadata
Batomys_uragon,USNM:MAMM:458949,USNM:MAMM:458949,USNM,prefix_missing_from_metadata
Carpomys_melanurus,BMNH:Mamm:1895.8.2.12,BMNH:MAMM:1895.8.2.12,BMNH,prefix_missing_from_metadata
Carpomys_phaeurus,BMNH:Mamm:1895.8.2.14,BMNH:MAMM:1895.8.2.14,BMNH,prefix_missing_from_metadata
Crateromys_paulus,USNM:MAMM:522023,USNM:MAMM:522023,USNM,prefix_missing_from_metadata
Musseromys_anacuao,FMNH:Mamm:209522,FMNH:MAMM:209522,FMNH,prefix_missing_from_metadata
Musseromys_beneficus,FMNH:Mamm:198714,FMNH:MAMM:198714,FMNH,prefix_missing_from_metadata
Musseromys_gulantang,FMNH:Mamm:178405,FMNH:MAMM:178405,FMNH,prefix_missing_from_metadata
Musseromys_inopinatus,FMNH:Mamm:193839,FMNH:MAMM:193839,FMNH,prefix_missing_from_metadata
Colomys_eisentrauti,ZFMK:Mamm:1974.366,ZFMK:MAMM:1974.366,ZFMK,prefix_missing_from_metadata
Colomys_goslingi,BMNH:Mamm:1907.7.8.172,BMNH:MAMM:1907.7.8.172,BMNH,prefix_missing_from_metadata
Hylomyscus_aeta,BMNH:Mamm:1911.5.5.11,BMNH:MAMM:1911.5.5.11,BMNH,prefix_missing_from_metadata
Hylomyscus_alleni,"BMNH:Mamm:1855.12.26.306, BMNH:Mamm:1904.7.1.110","BMNH:MAMM:1855.12.26.306,",BMNH,prefix_missing_from_metadata
Hylomyscus_anselli,BMNH:Mamm:1974.250,BMNH:MAMM:1974.250,BMNH,prefix_missing_from_metadata
Hylomyscus_arcimontensis,FMNH:Mamm:151251,FMNH:MAMM:151251,FMNH,prefix_missing_from_metadata
Hylomyscus_carillus,BMNH:Mamm:1904.4.9.74,BMNH:MAMM:1904.4.9.74,BMNH,prefix_missing_from_metadata
Hylomyscus_denniae,BMNH:Mamm:1906.7.1.112,BMNH:MAMM:1906.7.1.112,BMNH,prefix_missing_from_metadata
Hylomyscus_endorobae,USNM:MAMM:162888,USNM:MAMM:162888,USNM,prefix_missing_from_metadata
Hylomyscus_grandis,ZFMK:Mamm:1969.731,ZFMK:MAMM:1969.731,ZFMK,prefix_missing_from_metadata
Hylomyscus_heinrichorum,FMNH:Mamm:83796,FMNH:MAMM:83796,FMNH,prefix_missing_from_metadata
Hylomyscus_kerbispeterhansi,FMNH:Mamm:210017,FMNH:MAMM:210017,FMNH,prefix_missing_from_metadata
Hylomyscus_mpungamachagorum,FMNH:Mamm:177889,FMNH:MAMM:177889,FMNH,prefix_missing_from_metadata
Hylomyscus_pamfi,MNHN-ZM-MO-2010-663,MNHN-ZM-MO-2010-663,MNHN,prefix_missing_from_metadata
