sci_name,type_voucher,voucher_prefix,matched_abbreviation,issue
Lycalopex_fulvipes,BMNH:Mamm:1855.12.24.431,BMNH:MAMM:1855.12.24.431,BMNH,prefix_missing_from_metadata
Lycalopex_grisea,BMNH:Mamm:1855.12.24.239,BMNH:MAMM:1855.12.24.239,BMNH,prefix_missing_from_metadata
Lycalopex_sechurae,BMNH:Mamm:1900.1.1.1,BMNH:MAMM:1900.1.1.1,BMNH,prefix_missing_from_metadata
Urocyon_littoralis,USNM:MAMM:1351 (= USNM:MAMM:A2154),USNM:MAMM:1351,USNM,prefix_missing_from_metadata
Nyctereutes_procyonoides,"BMNH:Mamm:104a, BMNH:Mamm:186a","BMNH:MAMM:104A,",BMNH,prefix_missing_from_metadata
Nyctereutes_viverrinus,"RMNH.MAM.39185, RMNH.MAM.39186, RMNH.MAM.45461, RMNH.MAM.54996, RMNH.MAM.54997","RMNH.MAM.39185,",RMNH,prefix_missing_from_metadata
Vulpes_cana,"BMNH:Mamm:1878.4.23.1, ZSI 7287","BMNH:MAMM:1878.4.23.1,",BMNH,prefix_missing_from_metadata
Vulpes_chama,BMNH:Mamm:230a,BMNH:MAMM:230A,BMNH,prefix_missing_from_metadata
Vulpes_ferrilata,BMNH:Mamm:1845.1.8.213,BMNH:MAMM:1845.1.8.213,BMNH,prefix_missing_from_metadata
Vulpes_macrotis,USNM:MAMM:186449,USNM:MAMM:186449,USNM,prefix_missing_from_metadata
Vulpes_pallida,SMF:MAMM:4334,SMF:MAMM:4334,SMF,prefix_missing_from_metadata
Vulpes_rueppellii,SMF:MAMM:4335,SMF:MAMM:4335,SMF,prefix_missing_from_metadata
Caracal_auratus,RMNH.MAM.19633,RMNH.MAM.19633,RMNH,prefix_missing_from_metadata
Catopuma_badia,BMNH:Mamm:1856.9.19.16,BMNH:MAMM:1856.9.19.16,BMNH,prefix_missing_from_metadata
Catopuma_temminckii,BMNH:Mamm:1855.12.24.250,BMNH:MAMM:1855.12.24.250,BMNH,prefix_missing_from_metadata
Felis_bieti,"MNHN-ZM-MO-1891-391, MNHN (no number given)","MNHN-ZM-MO-1891-391,",MNHN,prefix_missing_from_metadata
Leopardus_colocola,USNM:MAMM:391852,USNM:MAMM:391852,USNM,prefix_missing_from_metadata
Leopardus_geoffroyi,"MNHN-ZM-MO-2001-298, MNHN-ZM-MO-2001-299, MNHN-ZM-MO-2001-300","MNHN-ZM-MO-2001-298,",MNHN,prefix_missing_from_metadata
Leopardus_pardinoides,BMNH:Mamm:1855.12.24.185,BMNH:MAMM:1855.12.24.185,BMNH,prefix_missing_from_metadata
Leopardus_wiedii,RMNH.MAM.17695,RMNH.MAM.17695,RMNH,prefix_missing_from_metadata
Lynx_pardinus,MNHN-ZM-MO-2001-325,MNHN-ZM-MO-2001-325,MNHN,prefix_missing_from_metadata
Pardofelis_marmorata,BMNH:Mamm:1855.12.24.254,BMNH:MAMM:1855.12.24.254,BMNH,prefix_missing_from_metadata
Prionailurus_javanensis,MNHN-ZM-MO-2001-326,MNHN-ZM-MO-2001-326,MNHN,prefix_missing_from_metadata
Prionailurus_planiceps,BMNH:Mamm:1855.12.24.247,BMNH:MAMM:1855.12.24.247,BMNH,prefix_missing_from_metadata
Prionailurus_rubiginosus,MNHN-ZM-AC-A1791,MNHN-ZM-AC-A1791,MNHN,prefix_missing_from_metadata
Prionailurus_viverrinus,BMNH:Mamm:1855.12.24.252,BMNH:MAMM:1855.12.24.252,BMNH,prefix_missing_from_metadata
Neofelis_diardi,RMNH.MAM.1981,RMNH.MAM.1981,RMNH,prefix_missing_from_metadata
Neofelis_nebulosa,BMNH:Mamm:1955.1644,BMNH:MAMM:1955.1644,BMNH,prefix_missing_from_metadata
Prionodon_linsang,BMNH:Mamm:1986.160,BMNH:MAMM:1986.160,BMNH,prefix_missing_from_metadata
Prionodon_pardicolor,BMNH:Mamm:1843.1.12.10,BMNH:MAMM:1843.1.12.10,BMNH,prefix_missing_from_metadata
Cryptoprocta_ferox,"BMNH:Mamm:1855.12.24.222, BMNH:Mamm:1855.12.26.230","BMNH:MAMM:1855.12.24.222,",BMNH,prefix_missing_from_metadata
Cryptoprocta_spelea,MNHN-ZM-MO-1977-755,MNHN-ZM-MO-1977-755,MNHN,prefix_missing_from_metadata
Eupleres_goudotii,MNHN-ZM-MO-2001-311,MNHN-ZM-MO-2001-311,MNHN,prefix_missing_from_metadata
Fossa_fossana,RMNH.MAM.34458,RMNH.MAM.34458,RMNH,prefix_missing_from_metadata
Galidia_elegans,MNHN-ZM-MO-1982-1004,MNHN-ZM-MO-1982-1004,MNHN,prefix_missing_from_metadata
Mungotictis_decemlineata,RMNH.MAM.34431,RMNH.MAM.34431,RMNH,prefix_missing_from_metadata
Salanoia_concolor,MNHN-ZM-MO-1976-401,MNHN-ZM-MO-1976-401,MNHN,prefix_missing_from_metadata
Atilax_paludinosus,"MNHN-ZM-2014-3, MNHN-ZM-2014-4, MNHN-ZM-2014-5","MNHN-ZM-2014-3,",MNHN,prefix_missing_from_metadata
Bdeogale_nigripes,MNHN-ZM-MO-1854-1282 (= MNHN-ZM-AC-A2040),MNHN-ZM-MO-1854-1282,MNHN,prefix_missing_from_metadata
Bdeogale_omnivora,USNM:MAMM:182275,USNM:MAMM:182275,USNM,prefix_missing_from_metadata
Herpestes_ochraceus,BMNH:Mamm:1844.7.30.44,BMNH:MAMM:1844.7.30.44,BMNH,prefix_missing_from_metadata
Herpestes_sanguineus,SMF:MAMM:4330,SMF:MAMM:4330,SMF,prefix_missing_from_metadata
Ichneumia_albicauda,"MNHN-ZM-MO-2001-313, MNHN-ZM-MO-2001-314","MNHN-ZM-MO-2001-313,",MNHN,prefix_missing_from_metadata
Paracynictis_selousi,BMNH:Mamm:1897.1.4.6,BMNH:MAMM:1897.1.4.6,BMNH,prefix_missing_from_metadata
Urva_auropunctata,BMNH:Mamm:1843.1.12.20,BMNH:MAMM:1843.1.12.20,BMNH,prefix_missing_from_metadata
Urva_brachyurus,BMNH:Mamm:170a,BMNH:MAMM:170A,BMNH,prefix_missing_from_metadata
Urva_fusca,BMNH:Mamm:1855.12.24.227,BMNH:MAMM:1855.12.24.227,BMNH,prefix_missing_from_metadata
Urva_semitorquata,BMNH:Mamm:1846.7.3.3,BMNH:MAMM:1846.7.3.3,BMNH,prefix_missing_from_metadata
Urva_smithii,BMNH:Mamm:1838.12.13.1,BMNH:MAMM:1838.12.13.1,BMNH,prefix_missing_from_metadata
Urva_urva,"BMNH:Mamm:1843.1.12.33, BMNH:Mamm:1845.1.8.54","BMNH:MAMM:1843.1.12.33,",BMNH,prefix_missing_from_metadata
Urva_vitticollis,BMNH:Mamm:1855.12.24.224,BMNH:MAMM:1855.12.24.224,BMNH,prefix_missing_from_metadata
Xenogale_naso,BMNH:Mamm:1900.7.5.1,BMNH:MAMM:1900.7.5.1,BMNH,prefix_missing_from_metadata
Crossarchus_alexandri,BMNH:Mamm:1907.7.8.63,BMNH:MAMM:1907.7.8.63,BMNH,prefix_missing_from_metadata
Crossarchus_ansorgei,BMNH:Mamm:1910.4.8.7,BMNH:MAMM:1910.4.8.7,BMNH,prefix_missing_from_metadata
Crossarchus_obscurus,"MNHN-ZM-MO-2001-296 (= MNHN ""634"")",MNHN-ZM-MO-2001-296,MNHN,prefix_missing_from_metadata
Dologale_dybowskii,MNHN-ZM-MO-1892-2053,MNHN-ZM-MO-1892-2053,MNHN,prefix_missing_from_metadata
Helogale_hirtula,BMNH:Mamm:1904.5.9.8,BMNH:MAMM:1904.5.9.8,BMNH,prefix_missing_from_metadata
Helogale_parvula,"BMNH:Mamm:1846.6.2.26, BMNH:Mamm:1846.8.3.6, RMNH.MAM.35053","BMNH:MAMM:1846.6.2.26,",BMNH,prefix_missing_from_metadata
Liberiictis_kuhni,BMNH:Mamm:1958.507,BMNH:MAMM:1958.507,BMNH,prefix_missing_from_metadata
Mungos_gambianus,BMNH:Mamm:1855.12.24.226,BMNH:MAMM:1855.12.24.226,BMNH,prefix_missing_from_metadata
Proteles_septentrionalis,BMNH:Mamm:1939.3606,BMNH:MAMM:1939.3606,BMNH,prefix_missing_from_metadata
Genetta_abyssinica,SMF:MAMM:213,SMF:MAMM:213,SMF,prefix_missing_from_metadata
Genetta_bourloni,MNHN-ZM-MO-1959-938,MNHN-ZM-MO-1959-938,MNHN,prefix_missing_from_metadata
Genetta_cristata,BMNH:Mamm:1939.323,BMNH:MAMM:1939.323,BMNH,prefix_missing_from_metadata
Genetta_felina,RMNH.MAM.34572,RMNH.MAM.34572,RMNH,prefix_missing_from_metadata
Genetta_johnstoni,BMNH:Mamm:1908.8.23.1,BMNH:MAMM:1908.8.23.1,BMNH,prefix_missing_from_metadata
Genetta_pardina,MNHN-ZM-MO-2001-340,MNHN-ZM-MO-2001-340,MNHN,prefix_missing_from_metadata
Genetta_poensis,BMNH:Mamm:1855.12.24.412,BMNH:MAMM:1855.12.24.412,BMNH,prefix_missing_from_metadata
Genetta_servalina,MNHN-ZM-MO-1854-1275,MNHN-ZM-MO-1854-1275,MNHN,prefix_missing_from_metadata
Genetta_victoriae,BMNH:Mamm:1901.8.9.29,BMNH:MAMM:1901.8.9.29,BMNH,prefix_missing_from_metadata
Poiana_leightoni,BMNH:Mamm:1908.8.23.2,BMNH:MAMM:1908.8.23.2,BMNH,prefix_missing_from_metadata
Poiana_richardsonii,BMNH:Mamm:1842.10.18.1,BMNH:MAMM:1842.10.18.1,BMNH,prefix_missing_from_metadata
Chrotogale_owstoni,BMNH:Mamm:1912.4.21.3,BMNH:MAMM:1912.4.21.3,BMNH,prefix_missing_from_metadata
Diplogale_hosei,BMNH:Mamm:1892.2.7.1,BMNH:MAMM:1892.2.7.1,BMNH,prefix_missing_from_metadata
Hemigalus_derbyanus,BMNH:Mamm:1855.12.24.430,BMNH:MAMM:1855.12.24.430,BMNH,prefix_missing_from_metadata
Macrogalidia_musschenbroekii,"RMNH.MAM.32237, RMNH.MAM.32238, RMNH.MAM.32240, RMNH.MAM.32241","RMNH.MAM.32237,",RMNH,prefix_missing_from_metadata
Arctogalidia_trivirgata,RMNH.MAM.34550,RMNH.MAM.34550,RMNH,prefix_missing_from_metadata
Paradoxurus_jerdoni,BMNH:Mamm:1888.9.26.2,BMNH:MAMM:1888.9.26.2,BMNH,prefix_missing_from_metadata
Viverricula_indica,MNHN-ZM-MO-2001-338,MNHN-ZM-MO-2001-338,MNHN,prefix_missing_from_metadata
Nandinia_binotata,RMNH.MAM.34647,RMNH.MAM.34647,RMNH,prefix_missing_from_metadata
Rhinoceros_sondaicus,"MNHN:type:508 (= MNHN ""43-698"")",MNHN:TYPE:508,MNHN,prefix_missing_from_metadata
Tapirus_bairdii,USNM:MAMM:A6019,USNM:MAMM:A6019,USNM,prefix_missing_from_metadata
Equus_grevyi,"MNHN-ZM-MO-1881-1594 (= MNHN:type:505) (= MNHN ""10-606 A"")",MNHN-ZM-MO-1881-1594,MNHN,prefix_missing_from_metadata
Choeropsis_liberiensis,"BMNH:Mamm:1850.7.5.1, ANSP 2332, ANSP 2333","BMNH:MAMM:1850.7.5.1,",BMNH,prefix_missing_from_metadata
Hippopotamus_lemerlei,"MNHN-F-MAD308a, MNHN-F-MAD308b","MNHN-F-MAD308A,",MNHN,prefix_missing_from_metadata
Eubalaena_australis,MNHN-ZM-AC-1921-123,MNHN-ZM-AC-1921-123,MNHN,prefix_missing_from_metadata
Balaenoptera_omurai,NSMT-M32505,NSMT-M32505,NSMT-M,prefix_missing_from_metadata
Balaenoptera_ricei,USNM:MAMM:594665,USNM:MAMM:594665,USNM,prefix_missing_from_metadata
Caperea_marginata,"BMNH:Mamm:1846.1.22.5, BMNH:Mamm:339a, BMNH:Mamm:339b, BMNH:Mamm:339c","BMNH:MAMM:1846.1.22.5,",BMNH,prefix_missing_from_metadata
Delphinus_bairdii,LACM:Mamm:84240,LACM:MAMM:84240,LACM,prefix_missing_from_metadata
Lagenodelphis_hosei,BMNH:Mamm:1895.5.9.1,BMNH:MAMM:1895.5.9.1,BMNH,prefix_missing_from_metadata
Sotalia_fluviatilis,MNHN-ZM-AC-1880-550,MNHN-ZM-AC-1880-550,MNHN,prefix_missing_from_metadata
Sotalia_guianensis,"MNHB 1516, MNHB 2349",MNHB,MN,prefix_missing_from_metadata
Sousa_plumbea,"MNHN-ZM-AC-A3051, MNHN-ZM-AC-A3053, MNHN ""CGZ 31""","MNHN-ZM-AC-A3051,",MNHN,prefix_missing_from_metadata
Sousa_teuszii,BMNH:Mamm:1893.8.1.1,BMNH:MAMM:1893.8.1.1,BMNH,prefix_missing_from_metadata
Stenella_attenuata,BMNH:Mamm:347b,BMNH:MAMM:347B,BMNH,prefix_missing_from_metadata
Stenella_clymene,BMNH:Mamm:350a,BMNH:MAMM:350A,BMNH,prefix_missing_from_metadata
Stenella_frontalis,"MNHN-ZM-AC-A3035 (= MNHN ""CGZ 25"")",MNHN-ZM-AC-A3035,MNHN,prefix_missing_from_metadata
Stenella_longirostris,RMNH.MAM.8676,RMNH.MAM.8676,RMNH,prefix_missing_from_metadata
Tursiops_truncatus,BMNH:Mamm:353a,BMNH:MAMM:353A,BMNH,prefix_missing_from_metadata
Feresa_attenuata,BMNH:Mamm:1874.11.25.1 (= BMNH:Mamm:1672a),BMNH:MAMM:1874.11.25.1,BMNH,prefix_missing_from_metadata
Globicephala_macrorhynchus,BMNH:Mamm:1846.8.9.2 (= RCS 3000),BMNH:MAMM:1846.8.9.2,BMNH,prefix_missing_from_metadata
Globicephala_melas,BMNH:Mamm:1844.12.3.2 (= BMNH:Mamm:363a),BMNH:MAMM:1844.12.3.2,BMNH,prefix_missing_from_metadata
Grampus_griseus,"MNHN-ZM-AC-1944-307, MNHN-ZM-AC-1945-4, MNHN ""CAG B II/156""","MNHN-ZM-AC-1944-307,",MNHN,prefix_missing_from_metadata
Orcaella_brevirostris,BMNH:Mamm:1865.4.20.1,BMNH:MAMM:1865.4.20.1,BMNH,prefix_missing_from_metadata
Peponocephala_electra,BMNH:Mamm:1844.10.5.3,BMNH:MAMM:1844.10.5.3,BMNH,prefix_missing_from_metadata
Lagenorhynchus_albirostris,BMNH:Mamm:1848.7.12.12 (= BMNH:Mamm:916a),BMNH:MAMM:1848.7.12.12,BMNH,prefix_missing_from_metadata
Leucopleurus_acutus,RMNH.MAM.18281,RMNH.MAM.18281,RMNH,prefix_missing_from_metadata
Orcinus_ater,USNM:MAMM:594672,USNM:MAMM:594672,USNM,prefix_missing_from_metadata
Orcinus_rectipinnus,USNM:MAMM:594671,USNM:MAMM:594671,USNM,prefix_missing_from_metadata
Aethalodelphis_obliquidens,"USNM:MAMM:A1961, USNM:MAMM:A1962, USNM:MAMM:A1963","USNM:MAMM:A1961,",USNM,prefix_missing_from_metadata
Aethalodelphis_obscurus,BMNH:Mamm:1841.1733,BMNH:MAMM:1841.1733,BMNH,prefix_missing_from_metadata
Cephalorhynchus_eutropia,BMNH:Mamm:1849.5.25.2 (= BMNH:Mamm:936a),BMNH:MAMM:1849.5.25.2,BMNH,prefix_missing_from_metadata
Cephalorhynchus_heavisidii,BMNH:Mamm:1841.1732,BMNH:MAMM:1841.1732,BMNH,prefix_missing_from_metadata
Cephalorhynchus_hectori,KUL (number not known),KUL,KU,prefix_missing_from_metadata
Neophocaena_asiaeorientalis,MCZ:Mamm:19998,MCZ:MAMM:19998,MCZ,prefix_missing_from_metadata
Neophocaena_phocaenoides,MNHN-ZM-AC-A3086,MNHN-ZM-AC-A3086,MNHN,prefix_missing_from_metadata
Neophocaena_sunameri,RMNH.MAM.23079,RMNH.MAM.23079,RMNH,prefix_missing_from_metadata
Phocoena_sinus,MVZ:Mamm:120933,MVZ:MAMM:120933,MVZ,prefix_missing_from_metadata
Phocoenoides_dalli,USNM:MAMM:A21762,USNM:MAMM:A21762,USNM,prefix_missing_from_metadata
Inia_boliviensis,MNHN-ZM-AC-A11478,MNHN-ZM-AC-A11478,MNHN,prefix_missing_from_metadata
Inia_geoffrensis,MNHN-ZM-MO-1870-274,MNHN-ZM-MO-1870-274,MNHN,prefix_missing_from_metadata
Lipotes_vexillifer,USNM:MAMM:218293,USNM:MAMM:218293,USNM,prefix_missing_from_metadata
Kogia_breviceps,MNHN-ZM-MO-1927-3,MNHN-ZM-MO-1927-3,MNHN,prefix_missing_from_metadata
Kogia_sima,BMNH:Mamm:1866.2.5.6,BMNH:MAMM:1866.2.5.6,BMNH,prefix_missing_from_metadata
Platanista_gangetica,BMNH:Mamm:1884.5.3.1 (= BMNH:Mamm:1939.4523),BMNH:MAMM:1884.5.3.1,BMNH,prefix_missing_from_metadata
Berardius_arnuxii,MNHN-ZM-AC-A10733,MNHN-ZM-AC-A10733,MNHN,prefix_missing_from_metadata
Berardius_bairdii,USNM:MAMM:A20992,USNM:MAMM:A20992,USNM,prefix_missing_from_metadata
Hyperoodon_planifrons,BMNH:Mamm:1882.3.24.1 (= BMNH:Mamm:1814a),BMNH:MAMM:1882.3.24.1,BMNH,prefix_missing_from_metadata
Mesoplodon_carlhubbsi,USNM:MAMM:278031,USNM:MAMM:278031,USNM,prefix_missing_from_metadata
Mesoplodon_densirostris,MNHN-ZM-AC-A3552,MNHN-ZM-AC-A3552,MNHN,prefix_missing_from_metadata
Mesoplodon_hectori,BMNH:Mamm:1876.2.16.3 (= BMNH:Mamm:1677b),BMNH:MAMM:1876.2.16.3,BMNH,prefix_missing_from_metadata
Mesoplodon_layardii,BMNH:Mamm:1869.4.5.2,BMNH:MAMM:1869.4.5.2,BMNH,prefix_missing_from_metadata
Mesoplodon_mirus,USNM:MAMM:175019,USNM:MAMM:175019,USNM,prefix_missing_from_metadata
Mesoplodon_perrini,USNM:MAMM:504853,USNM:MAMM:504853,USNM,prefix_missing_from_metadata
Mesoplodon_stejnegeri,USNM:MAMM:A21112,USNM:MAMM:A21112,USNM,prefix_missing_from_metadata
Ziphius_cavirostris,MNHN-ZM-AC-A3554,MNHN-ZM-AC-A3554,MNHN,prefix_missing_from_metadata
Beatragus_hunteri,BMNH:Mamm:1889.8.3.8,BMNH:MAMM:1889.8.3.8,BMNH,prefix_missing_from_metadata
Connochaetes_taurinus,BMNH:Mamm:138b,BMNH:MAMM:138B,BMNH,prefix_missing_from_metadata
Damaliscus_lunatus,BMNH:Mamm:642a,BMNH:MAMM:642A,BMNH,prefix_missing_from_metadata
Ammodorcas_clarkei,BMNH:Mamm:1891.5.7.1,BMNH:MAMM:1891.5.7.1,BMNH,prefix_missing_from_metadata
Eudorcas_albonotata,BMNH:Mamm:1939.4619,BMNH:MAMM:1939.4619,BMNH,prefix_missing_from_metadata
Eudorcas_rufifrons,"BMNH:Mamm:1844.1.18.24 (= BMNH:Mamm:411b) (= BMNH:Mamm:411c), BMNH:Mamm:1846.1.10.4, BMNH:Mamm:1846.11.20.11, BMNH:Mamm:1846.11.20.8 (= BMNH:Mamm:411a), BMNH:Mamm:413c",BMNH:MAMM:1844.1.18.24,BMNH,prefix_missing_from_metadata
Eudorcas_rufina,BMNH:Mamm:1894.6.4.1,BMNH:MAMM:1894.6.4.1,BMNH,prefix_missing_from_metadata
Eudorcas_thomsonii,"BMNH:Mamm:1884.12.16.1, BMNH:Mamm:1884.12.16.2","BMNH:MAMM:1884.12.16.1,",BMNH,prefix_missing_from_metadata
Gazella_bennettii,BMNH:Mamm:1842.8.6.9,BMNH:MAMM:1842.8.6.9,BMNH,prefix_missing_from_metadata
Gazella_cuvieri,BMNH:Mamm:1853.8.29.97,BMNH:MAMM:1853.8.29.97,BMNH,prefix_missing_from_metadata
Gazella_leptoceros,"MNHN-ZM-2014-33, MNHN-ZM-2014-602, MNHN ""596-57"", MNHN ""597-55""","MNHN-ZM-2014-33,",MNHN,prefix_missing_from_metadata
Gazella_marica,BMNH:Mamm:1897.1.14.5,BMNH:MAMM:1897.1.14.5,BMNH,prefix_missing_from_metadata
Litocranius_walleri,BMNH:Mamm:1897.7.29.1,BMNH:MAMM:1897.7.29.1,BMNH,prefix_missing_from_metadata
Nanger_notatus,BMNH:Mamm:1897.1.30.2,BMNH:MAMM:1897.1.30.2,BMNH,prefix_missing_from_metadata
Nanger_soemmerringii,SMF:MAMM:4278,SMF:MAMM:4278,SMF,prefix_missing_from_metadata
Procapra_picticaudata,"BMNH:Mamm:1848.6.11.19, RMNH.MAM.45568, RMNH.MAM.45569","BMNH:MAMM:1848.6.11.19,",BMNH,prefix_missing_from_metadata
Madoqua_cavendishi,BMNH:Mamm:1898.4.28.4,BMNH:MAMM:1898.4.28.4,BMNH,prefix_missing_from_metadata
Madoqua_damarensis,BMNH:Mamm:1879.12.25.1,BMNH:MAMM:1879.12.25.1,BMNH,prefix_missing_from_metadata
Madoqua_guentheri,BMNH:Mamm:1894.2.21.18,BMNH:MAMM:1894.2.21.18,BMNH,prefix_missing_from_metadata
Madoqua_kirkii,BMNH:Mamm:1879.12.18.2,BMNH:MAMM:1879.12.18.2,BMNH,prefix_missing_from_metadata
Madoqua_piacentinii,BMNH:Mamm:1911.8.2.51,BMNH:MAMM:1911.8.2.51,BMNH,prefix_missing_from_metadata
Madoqua_saltiana,BMNH:Mamm:1946.334,BMNH:MAMM:1946.334,BMNH,prefix_missing_from_metadata
Raphicerus_sharpei,BMNH:Mamm:1896.10.26.3,BMNH:MAMM:1896.10.26.3,BMNH,prefix_missing_from_metadata
Arabitragus_jayakari,BMNH:Mamm:1894.3.9.11,BMNH:MAMM:1894.3.9.11,BMNH,prefix_missing_from_metadata
Budorcas_taxicolor,BMNH:Mamm:1879.11.21.662,BMNH:MAMM:1879.11.21.662,BMNH,prefix_missing_from_metadata
Budorcas_tibetana,"MNHN-ZM-MO-1870-541 (= MNHN ""423-29D""), MNHN-ZM-MO-1870-542 (= MNHN ""426-29C""), MNHN-ZM-MO-1870-55 (= MNHN ""424-29A""), MNHN-ZM-MO-1870-56 (= MNHN ""425-29B""), MNHN-ZM-MO-1874-689 (= MNHN ""427-29E"")",MNHN-ZM-MO-1870-541,MNHN,prefix_missing_from_metadata
Capra_nubiana,"MNHN:type:562 (= MNHN ""386-211"")",MNHN:TYPE:562,MNHN,prefix_missing_from_metadata
Capra_walie,SMF:MAMM:475,SMF:MAMM:475,SMF,prefix_missing_from_metadata
Hemitragus_jemlahicus,BMNH:Mamm:886i,BMNH:MAMM:886I,BMNH,prefix_missing_from_metadata
Nilgiritragus_hylocrius,BMNH:Mamm:1855.12.24.291,BMNH:MAMM:1855.12.24.291,BMNH,prefix_missing_from_metadata
Ovis_dalli,"USNM:MAMM:13265 (= USNM:MAMM:A20787), USNM:MAMM:13266 (= USNM:MAMM:A20786)",USNM:MAMM:13265,USNM,prefix_missing_from_metadata
Ovis_gmelinii,BMNH:Mamm:1855.12.24.396,BMNH:MAMM:1855.12.24.396,BMNH,prefix_missing_from_metadata
Pseudois_nayaur,"BMNH:Mamm:1843.1.12.122, BMNH:Mamm:1843.1.26.12","BMNH:MAMM:1843.1.12.122,",BMNH,prefix_missing_from_metadata
Capricornis_crispus,"RMNH.MAM.39278, RMNH.MAM.39279, RMNH.MAM.54993, RMNH.MAM.54994, RMNH.MAM.54995","RMNH.MAM.39278,",RMNH,prefix_missing_from_metadata
Naemorhedus_baileyi,BMNH:Mamm:1914.8.29.2,BMNH:MAMM:1914.8.29.2,BMNH,prefix_missing_from_metadata
Naemorhedus_cranbrooki,BMNH:Mamm:1932.11.1.170,BMNH:MAMM:1932.11.1.170,BMNH,prefix_missing_from_metadata
Naemorhedus_evansi,"BMNH:Mamm:1905.7.21.1, BMNH:Mamm:1905.7.21.2","BMNH:MAMM:1905.7.21.1,",BMNH,prefix_missing_from_metadata
Naemorhedus_griseus,"MNHN-ZM-MO-1870-543 (= MNHN ""416-194B""), MNHN-ZM-MO-1870-545 (= MNHN ""415-194C"")",MNHN-ZM-MO-1870-543,MNHN,prefix_missing_from_metadata
Cephalophorus_brookei,BMNH:Mamm:1897.1.5.2,BMNH:MAMM:1897.1.5.2,BMNH,prefix_missing_from_metadata
Cephalophorus_leucogaster,BMNH:Mamm:1861.7.29.20,BMNH:MAMM:1861.7.29.20,BMNH,prefix_missing_from_metadata
Cephalophorus_natalensis,BMNH:Mamm:1842.4.11.4,BMNH:MAMM:1842.4.11.4,BMNH,prefix_missing_from_metadata
Cephalophorus_niger,BMNH:Mamm:1846.2.16.2,BMNH:MAMM:1846.2.16.2,BMNH,prefix_missing_from_metadata
Cephalophorus_nigrifrons,BMNH:Mamm:1871.5.27.2,BMNH:MAMM:1871.5.27.2,BMNH,prefix_missing_from_metadata
Cephalophorus_ogilbyi,BMNH:Mamm:1855.12.24.403,BMNH:MAMM:1855.12.24.403,BMNH,prefix_missing_from_metadata
Cephalophorus_rubidus,BMNH:Mamm:1901.8.9.65,BMNH:MAMM:1901.8.9.65,BMNH,prefix_missing_from_metadata
Cephalophorus_rufilatus,"BMNH:Mamm:1846.11.2.8, BMNH:Mamm:1846.11.20.2","BMNH:MAMM:1846.11.2.8,",BMNH,prefix_missing_from_metadata
Cephalophorus_weynsi,"BMNH:Mamm:1901.5.4.7, RMCA 238","BMNH:MAMM:1901.5.4.7,",BMNH,prefix_missing_from_metadata
Cephalophula_zebra,BMNH:Mamm:1838.4.16.237,BMNH:MAMM:1838.4.16.237,BMNH,prefix_missing_from_metadata
Cephalophus_dorsalis,BMNH:Mamm:1844.11.8.13,BMNH:MAMM:1844.11.8.13,BMNH,prefix_missing_from_metadata
Cephalophus_jentinki,BMNH:Mamm:1889.7.31.1,BMNH:MAMM:1889.7.31.1,BMNH,prefix_missing_from_metadata
Cephalophus_spadix,USNM:MAMM:18965 (= USNM:MAMM:A34707),USNM:MAMM:18965,USNM,prefix_missing_from_metadata
Leucocephalophus_adersi,BMNH:Mamm:1918.5.25.1,BMNH:MAMM:1918.5.25.1,BMNH,prefix_missing_from_metadata
Addax_nasomaculatus,BMNH:Mamm:639d,BMNH:MAMM:639D,BMNH,prefix_missing_from_metadata
Hippotragus_leucophaeus,RMNH.MAM.20681,RMNH.MAM.20681,RMNH,prefix_missing_from_metadata
Hippotragus_niger,BMNH:Mamm:1838.8.1.2,BMNH:MAMM:1838.8.1.2,BMNH,prefix_missing_from_metadata
Oryx_beisa,SMF:MAMM:2841,SMF:MAMM:2841,SMF,prefix_missing_from_metadata
Oryx_dammah,SMF:MAMM:4223,SMF:MAMM:4223,SMF,prefix_missing_from_metadata
Neotragus_pygmaeus,BMNH:Mamm:1867.4.12.432,BMNH:MAMM:1867.4.12.432,BMNH,prefix_missing_from_metadata
Nesotragus_batesi,BMNH:Mamm:1903.7.16.1,BMNH:MAMM:1903.7.16.1,BMNH,prefix_missing_from_metadata
Kobus_leche,BMNH:Mamm:1850.7.4.2,BMNH:MAMM:1850.7.4.2,BMNH,prefix_missing_from_metadata
Tetracerus_quadricornis,BMNH:Mamm:1946.335,BMNH:MAMM:1946.335,BMNH,prefix_missing_from_metadata
Bos_javanicus,RMNH.MAM.33659,RMNH.MAM.33659,RMNH,prefix_missing_from_metadata
Bos_sauveli,"MNHN-ZM-MO-1940-1222 (= MNHN:type:559) (= MNHN-ZM-AC-1940-51) (= MNHN ""Peaux 5"")",MNHN-ZM-MO-1940-1222,MNHN,prefix_missing_from_metadata
Bubalus_depressicornis,BMNH:Mamm:607a,BMNH:MAMM:607A,BMNH,prefix_missing_from_metadata
Bubalus_quarlesi,"RMNH.MAM.10606, ZMA.MAM.9288, ZMA.MAM.9288.a, ZMA.MAM.9289, ZMA.MAM.9289.a","RMNH.MAM.10606,",RMNH,prefix_missing_from_metadata
Tragelaphus_buxtoni,BMNH:Mamm:1910.11.29.1,BMNH:MAMM:1910.11.29.1,BMNH,prefix_missing_from_metadata
